,score_x,qubits_4_layer_1,qubits_4_layer_2,qubits_4_layer_3,qubits_4_layer_4,qubits_4_layer_5,qubits_4_layer_6,qubits_4_layer_7,qubits_4_layer_8,qubits_4_layer_9,qubits_4_layer_10,qubits_4_layer_11,qubits_4_layer_12,qubits_4_layer_13,qubits_4_layer_14,qubits_4_layer_15,qubits_3_layer_1,qubits_3_layer_2,qubits_3_layer_3,qubits_3_layer_4,qubits_3_layer_5,qubits_3_layer_6,qubits_3_layer_7,qubits_3_layer_8,qubits_3_layer_9,qubits_3_layer_10,qubits_3_layer_11,qubits_3_layer_12,qubits_3_layer_13,qubits_3_layer_14,qubits_3_layer_15,qubits_3_layer_16,qubits_3_layer_17,qubits_5_layer_1,qubits_5_layer_2,qubits_5_layer_3,qubits_5_layer_4,qubits_5_layer_5,qubits_5_layer_6,qubits_5_layer_7,qubits_5_layer_8,qubits_5_layer_9
149,0.745,1.0,1.0,0.9999,0.9998,0.9997,0.9996,0.9993,0.999,0.9986,0.9972,0.9959,0.9952,0.9917,0.9904,0.9841,1.0,0.9897,0.9741,0.9348,0.89,0.8262,0.7597,0.6753,0.5953,0.5116,0.4387,0.3719,0.3243,0.2652,0.2224,0.1924,0.1534,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
150,0.75,1.0,1.0,1.0,0.9998,0.9997,0.9996,0.9995,0.9991,0.9988,0.9975,0.9963,0.996,0.9928,0.9921,0.9857,1.0,0.9908,0.9766,0.9394,0.8966,0.8368,0.7708,0.6894,0.61,0.5266,0.452,0.3852,0.3371,0.2794,0.2316,0.2022,0.1616,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
151,0.755,1.0,1.0,1.0,0.9998,0.9997,0.9997,0.9996,0.9992,0.999,0.9981,0.9968,0.9968,0.9936,0.9933,0.9868,1.0,0.9919,0.9787,0.9446,0.9036,0.8459,0.7838,0.7055,0.6269,0.5466,0.4681,0.4017,0.3528,0.2928,0.2446,0.2136,0.1715,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
152,0.76,1.0,1.0,1.0,0.9998,0.9998,0.9997,0.9997,0.9993,0.999,0.9984,0.9972,0.9974,0.994,0.9944,0.9883,1.0,0.9924,0.9799,0.948,0.9099,0.8546,0.7935,0.7197,0.6421,0.563,0.4851,0.4168,0.3659,0.3067,0.2541,0.225,0.1813,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9998999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
153,0.765,1.0,1.0,1.0,0.9998,0.9999,0.9997,0.9998,0.9994,0.999,0.9988,0.9975,0.9979,0.9948,0.9953,0.9895,1.0,0.9932,0.982,0.9515,0.9159,0.8638,0.8038,0.7338,0.659,0.578,0.5003,0.4339,0.381,0.3195,0.2671,0.237,0.1906,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
154,0.77,1.0,1.0,1.0,0.9998,0.9999,0.9998,0.9998,0.9996,0.9991,0.9988,0.9978,0.9981,0.9954,0.996,0.9905,1.0,0.9937,0.9836,0.9552,0.9226,0.8738,0.8152,0.7459,0.6714,0.5923,0.5149,0.45,0.3968,0.3333,0.2803,0.2475,0.2027,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
155,0.775,1.0,1.0,1.0,0.9999,0.9999,0.9999,0.9998,0.9996,0.9992,0.9989,0.998,0.9982,0.9961,0.9961,0.9915,1.0,0.9946,0.9848,0.958,0.9276,0.8827,0.8247,0.7577,0.6852,0.6092,0.5324,0.4654,0.4106,0.3472,0.2928,0.2599,0.2125,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
156,0.78,1.0,1.0,1.0,1.0,0.9999,0.9999,0.9998,0.9996,0.9993,0.9992,0.9983,0.9986,0.9967,0.9967,0.9926,1.0,0.9952,0.9863,0.9616,0.9332,0.8911,0.8344,0.7687,0.6988,0.6247,0.5461,0.4853,0.4265,0.3615,0.3095,0.2719,0.2239,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
157,0.785,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9997,0.9996,0.9994,0.9987,0.9988,0.9973,0.997,0.9938,1.0,0.9956,0.9876,0.9655,0.9372,0.8974,0.8444,0.7805,0.7112,0.6388,0.561,0.501,0.4429,0.3771,0.3225,0.2864,0.2373,0.9999999999999996,0.9998999999999996,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
158,0.79,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9999,0.9996,0.9994,0.9988,0.9989,0.9975,0.9971,0.9947,1.0,0.996,0.9886,0.9686,0.9421,0.9045,0.8537,0.7921,0.7252,0.6548,0.5786,0.5152,0.4596,0.3925,0.3357,0.2999,0.2495,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
159,0.795,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9997,0.9995,0.9989,0.999,0.9977,0.998,0.9961,1.0,0.9963,0.9899,0.9719,0.9473,0.9124,0.8647,0.8061,0.7418,0.6729,0.5963,0.5362,0.4809,0.411,0.3542,0.3179,0.2652,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
160,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9997,0.9996,0.9991,0.9991,0.998,0.9985,0.9969,1.0,0.9965,0.9911,0.9753,0.952,0.9194,0.8745,0.818,0.7553,0.6889,0.6129,0.5532,0.4957,0.4255,0.368,0.3322,0.2794,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
161,0.805,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9998,0.9998,0.9992,0.9991,0.9981,0.9989,0.9971,1.0,0.9967,0.992,0.9776,0.9573,0.9262,0.8827,0.8294,0.77,0.7052,0.6297,0.5722,0.5146,0.442,0.3839,0.3486,0.2965,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
162,0.81,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9998,0.9998,0.9995,0.9992,0.9983,0.9991,0.9977,1.0,0.9971,0.9927,0.9793,0.9612,0.9312,0.892,0.8412,0.7857,0.7201,0.6455,0.5892,0.5315,0.4569,0.4009,0.3654,0.313,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
163,0.815,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9998,0.9999,0.9996,0.9995,0.9989,0.9991,0.9981,1.0,0.9975,0.9932,0.9807,0.9647,0.9369,0.8999,0.8514,0.7993,0.7354,0.6616,0.6076,0.5504,0.474,0.4201,0.3804,0.3297,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
164,0.82,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9998,1.0,0.9996,0.9995,0.9991,0.9992,0.9983,1.0,0.9978,0.994,0.983,0.9681,0.9434,0.9085,0.8628,0.8118,0.7505,0.6798,0.6244,0.567,0.4931,0.4389,0.397,0.3468,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
165,0.825,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9999,1.0,0.9996,0.9996,0.9993,0.9992,0.9987,1.0,0.9984,0.9947,0.9847,0.9711,0.9489,0.9159,0.8714,0.8247,0.7638,0.696,0.6422,0.5835,0.5136,0.4578,0.4144,0.3642,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
166,0.83,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9999,1.0,0.9996,0.9996,0.9996,0.9996,0.9989,1.0,0.9984,0.9956,0.9863,0.9741,0.9547,0.9224,0.879,0.8382,0.7772,0.7126,0.6602,0.6022,0.5329,0.4802,0.4328,0.3807,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
167,0.835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9996,0.9996,0.9997,0.9998,0.999,1.0,0.9988,0.9961,0.9886,0.977,0.9601,0.9317,0.8901,0.8506,0.7943,0.7345,0.6807,0.6251,0.558,0.5019,0.4565,0.4009,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
168,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9996,0.9998,0.9999,0.9991,1.0,0.999,0.9961,0.9892,0.9793,0.9651,0.9384,0.8977,0.8616,0.8082,0.7494,0.6986,0.6418,0.5762,0.5206,0.4751,0.4185,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
169,0.845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9997,0.9998,0.9999,0.9992,1.0,0.9991,0.9968,0.9908,0.9818,0.9689,0.9428,0.9059,0.8715,0.8218,0.7649,0.7155,0.6588,0.5992,0.5413,0.4939,0.4394,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
170,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997,0.9998,0.9998,1.0,0.9995,1.0,0.9992,0.9975,0.9918,0.9842,0.9724,0.9481,0.9155,0.882,0.8375,0.7804,0.7331,0.6781,0.6192,0.563,0.513,0.4615,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
171,0.855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,1.0,0.9999,1.0,0.9996,1.0,0.9994,0.9978,0.9934,0.9866,0.9756,0.9545,0.9234,0.8919,0.8494,0.7972,0.7511,0.6944,0.6403,0.5824,0.5332,0.482,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
172,0.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,1.0,0.9999,1.0,0.9997,1.0,0.9994,0.9983,0.9944,0.9887,0.9784,0.9595,0.9318,0.9039,0.8631,0.8118,0.7659,0.7153,0.66,0.602,0.5539,0.5045,0.9999999999999996,0.9999999999999994,0.9998999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
173,0.865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9998,1.0,0.9996,0.9987,0.9951,0.9909,0.9814,0.9637,0.9375,0.9113,0.8751,0.8263,0.7848,0.7357,0.6799,0.6236,0.5758,0.5282,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
174,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9996,0.9989,0.9952,0.9929,0.9843,0.9691,0.9459,0.9205,0.887,0.841,0.8006,0.7521,0.7014,0.6435,0.5968,0.5533,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
175,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9997,0.999,0.9957,0.9939,0.9863,0.9726,0.9521,0.9285,0.8986,0.8559,0.8161,0.7705,0.7242,0.6618,0.6213,0.5759,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
176,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9997,0.9992,0.9963,0.9955,0.9888,0.9763,0.9578,0.938,0.9107,0.8724,0.8359,0.7932,0.7465,0.6881,0.6519,0.6061,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
177,0.885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9998,0.9993,0.9973,0.9961,0.9912,0.9802,0.9632,0.9457,0.9207,0.8869,0.8509,0.8122,0.767,0.7116,0.676,0.6294,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
178,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,1.0,0.9999,0.9994,0.9978,0.9971,0.9927,0.9838,0.9681,0.9525,0.9296,0.8999,0.8636,0.8297,0.7865,0.7344,0.6976,0.6528,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
179,0.895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9997,0.9984,0.9981,0.994,0.9864,0.9714,0.9588,0.9375,0.9124,0.8809,0.8459,0.8051,0.7573,0.7239,0.6785,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
180,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9998,0.9986,0.9984,0.995,0.9883,0.9763,0.9658,0.9454,0.9217,0.8946,0.8613,0.8229,0.779,0.7456,0.7052,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
181,0.905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9998,0.999,0.9986,0.9958,0.9902,0.9793,0.9711,0.9521,0.9322,0.9064,0.8787,0.84,0.7988,0.7687,0.7312,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
182,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9992,0.9986,0.9966,0.9919,0.9832,0.9751,0.9582,0.9408,0.919,0.8929,0.857,0.8196,0.7911,0.7579,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
183,0.915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.999,0.9969,0.9936,0.9855,0.9787,0.9629,0.9499,0.932,0.9066,0.8724,0.8401,0.8116,0.7809,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
184,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,0.9991,0.998,0.9955,0.989,0.9835,0.9708,0.9584,0.9437,0.9209,0.8931,0.8626,0.8353,0.8075,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
185,0.925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995,0.9994,0.9984,0.9968,0.9914,0.9865,0.9758,0.965,0.9525,0.9337,0.9077,0.8798,0.853,0.8313,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
186,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9994,0.999,0.9974,0.993,0.9891,0.9812,0.9729,0.962,0.9457,0.9215,0.8979,0.872,0.8526,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
187,0.935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.998,0.9956,0.9917,0.9853,0.9784,0.9695,0.9563,0.9328,0.9145,0.8905,0.8727,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
188,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9996,0.9998,0.9986,0.9966,0.9938,0.9891,0.9824,0.9758,0.9646,0.9456,0.9301,0.911,0.893,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
189,0.945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9997,0.9999,0.9987,0.9979,0.9949,0.9911,0.9872,0.9818,0.9729,0.9551,0.9433,0.9266,0.9126,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
190,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9998,0.9999,0.9991,0.9983,0.9964,0.9935,0.991,0.9859,0.9798,0.9658,0.9569,0.9421,0.9295,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
191,0.955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9994,0.9988,0.998,0.9958,0.9933,0.9892,0.9842,0.9752,0.9694,0.9561,0.9456,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
192,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9996,0.9992,0.9989,0.9974,0.9955,0.9933,0.9893,0.9827,0.9811,0.9701,0.9618,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
193,0.965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9997,0.9996,0.9995,0.9984,0.9972,0.9961,0.993,0.9881,0.9873,0.98,0.9729,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
194,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9997,0.9998,0.9992,0.9985,0.9975,0.9959,0.9926,0.9922,0.9865,0.9805,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
195,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9999,0.9997,0.9995,0.9989,0.9981,0.9957,0.9954,0.9915,0.9884,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
196,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,1.0,0.9997,0.9998,0.9992,0.9986,0.9976,0.9971,0.9958,0.9944,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
197,0.985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,1.0,0.9999,0.9991,0.9987,0.9988,0.9985,0.9969,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
198,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9997,0.9995,0.9993,0.9988,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
199,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9999,0.9999,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999996,1.0,0.9999999999999992
